Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,Season,Name
23,CALIFORNIA,33,1062,157,354,25,76,90,121,33,174,136,39,4,78,79,429,.444,.329,.744,32.2,13.0,5.3,4.1,2011-12,g/gutiejo01
,,129,2807,412,959,85,250,323,438,72,494,423,147,15,274,240,1232,.430,.340,.737,29.2,9.6,3.8,3.3,Career,g/gutiejo01
21,MEMPHIS,37,557,65,119,0,0,39,91,,222,17,22,43,,,169,.546,,.429,15.1,4.6,6.0,0.5,2004-05,d/dorsejo01
22,MEMPHIS,37,782,106,168,0,0,42,107,,278,31,44,66,,,254,.631,,.393,21.1,6.9,7.5,0.8,2005-06,d/dorsejo01
23,MEMPHIS,37,934,121,197,0,0,71,152,,347,13,53,81,,,313,.614,,.467,25.2,8.5,9.4,0.4,2006-07,d/dorsejo01
24,MEMPHIS,38,958,108,167,0,0,45,119,,362,20,41,74,41,,261,.647,,.378,25.2,6.9,9.5,0.5,2007-08,d/dorsejo01
,,149,3231,400,651,0,0,197,469,,1209,81,160,264,41,,997,.614,,.420,21.7,6.7,8.1,0.5,Career,d/dorsejo01
18,DEPAUL,28,861,154,303,,,89,107,,263,40,24,34,43,84,397,.508,,.832,30.8,14.2,9.4,1.4,1979-80,c/cummite01
19,DEPAUL,29,994,151,303,,,75,100,,260,47,23,42,60,91,377,.498,,.750,34.3,13.0,9.0,1.6,1980-81,c/cummite01
20,DEPAUL,28,1031,244,430,,,136,180,,334,57,48,36,89,91,624,.567,,.756,36.8,22.3,11.9,2.0,1981-82,c/cummite01
,,85,2886,549,1036,,,300,387,,857,144,95,112,192,266,1398,.530,,.775,34.0,16.4,10.1,1.7,Career,c/cummite01
21,HAWAII,29,1005,211,426,32,90,89,138,,107,191,78,16,136,86,543,.495,.356,.645,34.7,18.7,3.7,6.6,1996-97,c/cartean01
22,HAWAII,29,,191,422,34,110,111,142,,152,212,64,9,,,527,.453,.309,.782,,18.2,5.2,7.3,1997-98,c/cartean01
,,58,1005,402,848,66,200,200,280,,259,403,142,25,136,86,1070,.474,.330,.714,34.7,18.4,4.5,6.9,Career,c/cartean01
18,MEMPHIS,28,902,160,344,18,67,45,75,,142,52,30,29,77,76,383,.465,.269,.600,32.2,13.7,5.1,1.9,1993-94,h/hendece02
19,MEMPHIS,34,1061,174,395,23,77,67,115,,172,48,40,37,81,84,438,.441,.299,.583,31.2,12.9,5.1,1.4,1994-95,h/hendece02
20,MEMPHIS,30,877,146,297,30,77,57,93,,120,38,45,16,68,74,379,.492,.390,.613,29.2,12.6,4.0,1.3,1995-96,h/hendece02
21,MEMPHIS,31,1069,184,441,25,95,104,151,,203,43,60,32,101,90,497,.417,.263,.689,34.5,16.0,6.5,1.4,1996-97,h/hendece02
,,123,3909,664,1477,96,316,273,434,,637,181,175,114,327,324,1697,.450,.304,.629,31.8,13.8,5.2,1.5,Career,h/hendece02
19,AUSTINPEAY,27,963,166,369,42,136,107,140,,251,102,26,27,95,53,481,.450,.309,.764,35.7,17.8,9.3,3.8,1998-99,h/hassetr01
20,AUSTINPEAY,25,868,167,352,27,82,91,118,,185,129,25,13,67,34,452,.474,.329,.771,34.7,18.1,7.4,5.2,1999-00,h/hassetr01
21,AUSTINPEAY,32,1213,246,507,53,136,148,186,,249,144,39,15,121,67,693,.485,.390,.796,37.9,21.7,7.8,4.5,2000-01,h/hassetr01
,,84,3044,579,1228,122,354,346,444,,685,375,90,55,283,154,1626,.471,.345,.779,36.2,19.4,8.2,4.5,Career,h/hassetr01
18,NOTREDAME,27,890,183,340,4,13,149,201,,267,38,34,38,78,77,519,.538,.308,.741,33.0,19.2,9.9,1.4,1998-99,m/murphtr01
19,NOTREDAME,37,1318,274,557,30,92,261,323,,380,58,52,38,116,101,839,.492,.326,.808,35.6,22.7,10.3,1.6,1999-00,m/murphtr01
20,NOTREDAME,30,1090,223,473,30,86,177,231,,277,62,27,50,90,96,653,.471,.349,.766,36.3,21.8,9.2,2.1,2000-01,m/murphtr01
,,94,3298,680,1370,64,191,587,755,,924,158,113,126,284,274,2011,.496,.335,.777,35.1,21.4,9.8,1.7,Career,m/murphtr01
18,UCLA,37,904,127,288,48,128,47,68,18,94,66,33,6,42,73,349,.441,.375,.691,24.4,9.4,2.5,1.8,2013-14,l/lavinza01
,,37,904,127,288,48,128,47,68,18,94,66,33,6,42,73,349,.441,.375,.691,24.4,9.4,2.5,1.8,Career,l/lavinza01
19,UTCHAT,30,820,169,350,0,2,41,62,,113,24,46,6,55,63,379,.483,.000,.661,27.3,12.6,3.8,0.8,1982-83,w/wilkige01
20,UTCHAT,23,737,161,297,3,10,73,105,,92,35,18,8,67,53,398,.542,.300,.695,32.0,17.3,4.0,1.5,1983-84,w/wilkige01
21,UTCHAT,32,1188,276,532,,,120,190,,147,81,59,7,90,65,672,.519,,.632,37.1,21.0,4.6,2.5,1984-85,w/wilkige01
,,85,2745,606,1179,3,12,234,357,,352,140,123,21,212,181,1449,.514,.250,.655,32.3,17.0,4.1,1.6,Career,w/wilkige01
18,UCLA,25,789,107,251,18,76,57,113,,162,52,42,11,,,289,.426,.237,.504,31.6,11.6,6.5,2.1,2003-04,a/arizatr01
,,25,789,107,251,18,76,57,113,,162,52,42,11,,,289,.426,.237,.504,31.6,11.6,6.5,2.1,Career,a/arizatr01
19,INDIANA,34,760,133,259,0,0,70,93,,220,30,20,28,56,79,336,.514,,.753,22.4,9.9,6.5,0.9,1998-99,h/hastoki01
20,INDIANA,29,794,168,339,0,2,108,148,,240,40,24,36,60,83,444,.496,.000,.730,27.4,15.3,8.3,1.4,1999-00,h/hastoki01
21,INDIANA,33,1018,243,552,26,69,114,166,,288,41,36,40,79,93,626,.440,.377,.687,30.8,19.0,8.7,1.2,2000-01,h/hastoki01
,,96,2572,544,1150,26,71,292,407,,748,111,80,104,195,255,1406,.473,.366,.717,26.8,14.6,7.8,1.2,Career,h/hastoki01
18,UCONN,34,844,140,315,62,150,85,117,,93,105,34,6,,,427,.444,.413,.726,24.8,12.6,2.7,3.1,2001-02,g/gordobe01
19,UCONN,33,1101,211,476,80,191,143,177,,138,156,38,7,,,645,.443,.419,.808,33.4,19.5,4.2,4.7,2002-03,g/gordobe01
20,UCONN,39,1346,239,551,104,240,141,170,,184,176,53,6,,,723,.434,.433,.829,34.5,18.5,4.7,4.5,2003-04,g/gordobe01
,,106,3291,590,1342,246,581,369,464,,415,437,125,19,,,1795,.440,.423,.795,31.0,16.9,3.9,4.1,Career,g/gordobe01
19,UCONN,38,835,97,175,0,0,32,79,,221,26,20,63,,,226,.554,,.405,22.0,5.9,5.8,0.7,2003-04,b/boonejo01
20,UCONN,31,915,148,243,0,0,87,131,,259,36,20,90,,,383,.609,,.664,29.5,12.4,8.4,1.2,2004-05,b/boonejo01
21,UCONN,34,922,137,243,0,0,76,139,,238,22,13,69,,,350,.564,,.547,27.1,10.3,7.0,0.6,2005-06,b/boonejo01
,,103,2672,382,661,0,0,195,349,,718,84,53,222,,,959,.578,,.559,25.9,9.3,7.0,0.8,Career,b/boonejo01
19,KENTUCKY,35,459,65,122,1,4,25,40,,52,56,40,4,37,54,156,.533,.250,.625,13.1,4.5,1.5,1.6,1995-96,t/turnewa01
20,KENTUCKY,40,908,112,240,4,15,36,68,,107,120,79,9,72,85,264,.467,.267,.529,22.7,6.6,2.7,3.0,1996-97,t/turnewa01
21,KENTUCKY,39,,137,285,21,57,67,108,,119,173,62,18,,,362,.481,.368,.620,,9.3,3.1,4.4,1997-98,t/turnewa01
22,KENTUCKY,37,,141,284,12,43,94,137,,103,145,57,6,91,67,388,.496,.279,.686,,10.5,2.8,3.9,1998-99,t/turnewa01
,,151,1367,455,931,38,119,222,353,,381,494,238,37,200,206,1170,.489,.319,.629,18.2,7.7,2.5,3.3,Career,t/turnewa01
18,VANDY,35,1009,99,227,43,98,85,106,17,145,155,50,4,67,86,326,.436,.439,.802,28.8,9.3,4.1,4.4,2014-15,b/baldwwa01
19,VANDY,33,1002,135,316,41,101,155,194,13,132,172,40,11,91,85,466,.427,.406,.799,30.4,14.1,4.0,5.2,2015-16,b/baldwwa01
,,68,2011,234,543,84,199,240,300,30,277,327,90,15,158,171,792,.431,.422,.800,29.6,11.6,4.1,4.8,Career,b/baldwwa01
18,CHARLOTTE,30,566,45,96,1,8,37,58,,128,39,42,7,,,128,.469,.125,.638,18.9,4.3,4.3,1.3,2001-02,b/basdeed01
19,CHARLOTTE,29,742,60,133,3,12,60,83,,200,74,61,7,,,183,.451,.250,.723,25.6,6.3,6.9,2.6,2002-03,b/basdeed01
20,CHARLOTTE,30,850,105,196,16,42,87,135,,192,93,68,3,,,313,.536,.381,.644,28.3,10.4,6.4,3.1,2003-04,b/basdeed01
21,CHARLOTTE,29,1049,155,318,22,57,110,152,,245,108,93,4,,,442,.487,.386,.724,36.2,15.2,8.4,3.7,2004-05,b/basdeed01
,,118,3207,365,743,42,119,294,428,,765,314,264,21,,,1066,.491,.353,.687,27.2,9.0,6.5,2.7,Career,b/basdeed01
18,MINNESOTA,29,990,221,498,17,50,170,229,,294,20,27,33,,,629,.444,.340,.742,34.1,21.7,10.1,0.7,2003-04,h/humphkr01
,,29,990,221,498,17,50,170,229,,294,20,27,33,,,629,.444,.340,.742,34.1,21.7,10.1,0.7,Career,h/humphkr01
18,PROVIDENCE,28,354,40,82,1,5,46,72,,22,35,,,,,127,.488,.200,.639,12.6,4.5,0.8,1.3,1991-92,b/bowmair01
19,PROVIDENCE,15,136,17,29,,,12,18,,23,5,,,,,46,.586,,.667,9.1,3.1,1.5,0.3,1992-93,b/bowmair01
21,UPENN,28,558,120,210,11,34,50,76,,85,46,,,,,301,.571,.324,.658,19.9,10.8,3.0,1.6,1994-95,b/bowmair01
22,UPENN,27,950,149,328,28,76,118,166,,135,142,,,,,444,.454,.368,.711,35.2,16.4,5.0,5.3,1995-96,b/bowmair01
,,98,1998,326,649,40,115,226,332,,265,228,,,,,918,.502,.348,.681,20.4,9.4,2.7,2.3,Career,b/bowmair01
20,FLORIDAST,24,630,90,180,4,14,43,68,,126,13,,,,,227,.500,.286,.632,26.3,9.5,5.3,0.5,1995-96,j/jacksra02
21,FLORIDAST,31,879,135,303,7,18,65,109,,194,18,,,,,342,.446,.389,.596,28.4,11.0,6.3,0.6,1996-97,j/jacksra02
22,FLORIDAST,31,,153,314,3,19,85,118,,172,34,26,37,,,394,.487,.158,.720,,12.7,5.5,1.1,1997-98,j/jacksra02
,,86,1509,378,797,14,51,193,295,,492,65,26,37,,,963,.474,.275,.654,27.4,11.2,5.7,0.8,Career,j/jacksra02
19,CLEMSON,29,697,69,133,0,0,83,135,,172,29,23,17,44,80,221,.519,,.615,24.0,7.6,5.9,1.0,1995-96,j/jamisha01
20,CLEMSON,33,856,92,154,0,0,68,120,,187,31,27,24,46,83,252,.597,,.567,25.9,7.6,5.7,0.9,1996-97,j/jamisha01
21,CLEMSON,32,,119,201,0,0,74,154,,232,31,32,10,,,312,.592,,.481,,9.8,7.3,1.0,1997-98,j/jamisha01
22,CLEMSON,35,1017,174,258,0,0,98,188,,346,34,19,15,77,88,446,.674,,.521,29.1,12.7,9.9,1.0,1998-99,j/jamisha01
,,129,2570,454,746,0,0,323,597,,937,125,101,66,167,251,1231,.609,,.541,26.5,9.5,7.3,1.0,Career,j/jamisha01
19,OKLAHOMA,27,,29,56,0,2,27,34,,75,13,16,8,,,85,.518,.000,.794,,3.1,2.8,0.5,2005-06,g/griffta01
20,OKLAHOMA,31,,70,175,2,21,54,81,,161,42,24,29,,,196,.400,.095,.667,,6.3,5.2,1.4,2006-07,g/griffta01
21,OKLAHOMA,35,,74,173,6,22,73,95,,171,30,29,25,42,,227,.428,.273,.768,,6.5,4.9,0.9,2007-08,g/griffta01
22,OKLAHOMA,36,,125,233,5,14,91,130,,210,48,47,36,62,,346,.536,.357,.700,,9.6,5.8,1.3,2008-09,g/griffta01
,,129,,298,637,13,59,245,340,,617,133,116,98,104,,854,.468,.220,.721,,6.6,4.8,1.0,Career,g/griffta01
19,USC,32,600,72,172,23,68,39,70,,88,33,16,2,,,206,.419,.338,.557,18.8,6.4,2.8,1.0,2000-01,f/farmede01
20,USC,31,696,101,216,34,88,58,81,,103,55,24,3,,,294,.468,.386,.716,22.5,9.5,3.3,1.8,2001-02,f/farmede01
21,USC,30,978,182,454,63,195,135,163,,143,54,27,2,,,562,.401,.323,.828,32.6,18.7,4.8,1.8,2002-03,f/farmede01
22,USC,28,987,170,437,83,249,121,159,,128,51,34,4,,,544,.389,.333,.761,35.3,19.4,4.6,1.8,2003-04,f/farmede01
,,121,3261,525,1279,203,600,353,473,,462,193,101,11,,,1606,.410,.338,.746,27.0,13.3,3.8,1.6,Career,f/farmede01
18,DUQUESNE,28,807,128,239,,,61,102,,175,36,23,54,76,112,317,.536,,.598,28.8,11.3,6.3,1.3,1990-91,a/alstode01
19,DUQUESNE,29,918,154,277,0,1,82,156,,225,43,33,60,91,94,390,.556,.000,.526,31.7,13.4,7.8,1.5,1991-92,a/alstode01
20,DUQUESNE,28,960,214,380,1,1,128,223,,261,30,38,60,86,101,557,.563,1.000,.574,34.3,19.9,9.3,1.1,1992-93,a/alstode01
21,DUQUESNE,30,1080,245,424,0,1,149,248,,218,41,48,55,94,97,639,.578,.000,.601,36.0,21.3,7.3,1.4,1993-94,a/alstode01
,,115,3765,741,1320,1,3,420,729,,879,150,142,229,347,404,1903,.561,.333,.576,32.7,16.5,7.6,1.3,Career,a/alstode01
19,KANSAS,27,202,33,58,0,0,15,27,17,68,1,7,23,17,38,81,.569,,.556,7.5,3.0,2.5,0.0,2015-16,d/diallch01
,,27,202,33,58,0,0,15,27,17,68,1,7,23,17,38,81,.569,,.556,7.5,3.0,2.5,0.0,Career,d/diallch01
18,ALABAMA,36,824,126,288,11,63,88,155,,216,55,42,37,86,87,351,.438,.175,.568,22.9,9.8,6.0,1.5,2000-01,w/wallage01
,,36,824,126,288,11,63,88,155,,216,55,42,37,86,87,351,.438,.175,.568,22.9,9.8,6.0,1.5,Career,w/wallage01
18,WAKE,30,525,71,147,0,0,63,93,,157,16,7,45,43,45,205,.483,,.677,17.5,6.8,5.2,0.5,1996-97,w/woodslo01
19,WAKE,22,,63,157,1,4,67,100,,157,19,8,50,,,194,.401,.250,.670,,8.8,7.1,0.9,1997-98,w/woodslo01
21,ARIZONA,26,820,154,286,0,2,97,128,,194,38,21,102,56,50,405,.538,.000,.758,31.5,15.6,7.5,1.5,1999-00,w/woodslo01
22,ARIZONA,29,879,133,264,1,3,117,141,,189,62,19,84,59,64,384,.504,.333,.830,30.3,13.2,6.5,2.1,2000-01,w/woodslo01
,,107,2224,421,854,2,9,344,462,,697,135,55,281,158,159,1188,.493,.222,.745,26.2,11.1,6.5,1.3,Career,w/woodslo01
19,UCONN,31,,67,121,0,0,59,115,,199,12,6,118,,,193,.554,,.513,,6.2,6.4,0.4,2006-07,t/thabeha01
20,UCONN,33,,114,189,0,0,118,169,,260,12,9,147,58,,346,.603,,.698,,10.5,7.9,0.4,2007-08,t/thabeha01
21,UCONN,36,,178,278,0,0,133,212,,388,17,22,152,68,,489,.640,,.627,,13.6,10.8,0.5,2008-09,t/thabeha01
,,100,,359,588,0,0,310,496,,847,41,37,417,126,,1028,.611,,.625,,10.3,8.5,0.4,Career,t/thabeha01
18,ARIZONA,30,540,76,167,28,69,37,48,,65,76,22,3,44,43,217,.455,.406,.771,18.0,7.2,2.2,2.5,1991-92,s/stoudda01
19,ARIZONA,28,870,99,226,39,102,72,91,,116,159,45,6,82,62,309,.438,.382,.791,31.1,11.0,4.1,5.7,1992-93,s/stoudda01
20,ARIZONA,35,1164,217,484,93,265,112,140,,157,208,55,3,113,81,639,.448,.351,.800,33.3,18.3,4.5,5.9,1993-94,s/stoudda01
21,ARIZONA,30,1092,222,466,112,241,128,155,,128,220,52,1,139,61,684,.476,.465,.826,36.4,22.8,4.3,7.3,1994-95,s/stoudda01
,,123,3666,614,1343,272,677,349,434,,466,663,174,13,378,247,1849,.457,.402,.804,29.8,15.0,3.8,5.4,Career,s/stoudda01
19,UNC,38,,99,191,0,0,55,96,,250,22,14,65,40,,253,.518,,.573,,6.7,6.6,0.6,2008-09,d/davised01
20,UNC,23,641,111,192,0,0,87,132,66,220,22,10,64,46,42,309,.578,,.659,27.9,13.4,9.6,1.0,2009-10,d/davised01
,,61,641,210,383,0,0,142,228,66,470,44,24,129,86,42,562,.548,,.623,27.9,9.2,7.7,0.7,Career,d/davised01
19,MEMPHIS,28,582,80,159,,,62,81,,104,28,10,23,40,94,222,.503,,.765,20.8,7.9,3.7,1.0,1989-90,m/mundtto01
20,MEMPHIS,32,673,92,200,0,1,34,50,,139,43,11,33,61,87,218,.460,.000,.680,21.0,6.8,4.3,1.3,1990-91,m/mundtto01
21,MEMPHIS,22,268,34,80,,,8,15,,48,10,4,10,21,38,76,.425,,.533,12.2,3.5,2.2,0.5,1991-92,m/mundtto01
22,DELTAST,30,,135,240,0,1,87,110,,193,56,14,40,50,,357,.563,.000,.791,,11.9,6.4,1.9,1992-93,m/mundtto01
,,112,1523,341,679,0,2,191,256,,484,137,39,106,172,219,873,.502,.000,.746,18.6,7.8,4.3,1.2,Career,m/mundtto01
18,DAYTON,34,,64,151,24,70,61,79,,177,19,17,5,26,,213,.424,.343,.772,,6.3,5.2,0.6,2008-09,j/johnsch04
19,DAYTON,36,868,139,329,66,189,84,99,84,250,28,34,12,43,68,428,.422,.349,.848,24.1,11.9,6.9,0.8,2009-10,j/johnsch04
20,DAYTON,36,1070,134,333,77,203,83,100,76,215,56,31,14,38,71,428,.402,.379,.830,29.7,11.9,6.0,1.6,2010-11,j/johnsch04
21,DAYTON,32,950,131,282,69,174,67,79,80,204,42,23,19,51,73,398,.465,.397,.848,29.7,12.4,6.4,1.3,2011-12,j/johnsch04
,,138,2888,468,1095,236,636,295,357,240,846,145,105,50,158,212,1467,.427,.371,.826,27.8,10.6,6.1,1.1,Career,j/johnsch04
19,WEBERST,37,802,85,147,0,0,89,128,89,262,16,14,62,58,84,259,.578,,.695,21.7,7.0,7.1,0.4,2012-13,b/bolomjo01
20,WEBERST,30,903,83,170,1,1,94,129,107,329,17,15,25,44,76,261,.488,1.000,.729,30.1,8.7,11.0,0.6,2013-14,b/bolomjo01
21,WEBERST,30,997,131,277,15,41,122,166,107,306,25,20,51,80,71,399,.473,.366,.735,33.2,13.3,10.2,0.8,2014-15,b/bolomjo01
22,WEBERST,33,1041,193,337,20,55,159,228,109,415,35,23,40,78,73,565,.573,.364,.697,31.5,17.1,12.6,1.1,2015-16,b/bolomjo01
,,130,3743,492,931,36,97,464,651,412,1312,93,72,178,260,304,1484,.528,.371,.713,28.8,11.4,10.1,0.7,Career,b/bolomjo01
18,KENTUCKY,40,1296,183,450,82,235,125,177,41,171,67,30,8,75,83,573,.407,.349,.706,32.4,14.3,4.3,1.7,2013-14,y/youngja01
,,40,1296,183,450,82,235,125,177,41,171,67,30,8,75,83,573,.407,.349,.706,32.4,14.3,4.3,1.7,Career,y/youngja01
19,KANSAS,35,,94,190,6,15,64,106,,166,38,36,12,57,,258,.495,.400,.604,,7.4,4.7,1.1,2008-09,m/morrima03
20,KANSAS,36,889,174,305,12,32,99,150,96,220,37,34,12,48,94,459,.570,.375,.660,24.7,12.8,6.1,1.0,2009-10,m/morrima03
21,KANSAS,38,1076,240,421,26,76,148,215,99,290,62,32,24,67,97,654,.570,.342,.688,28.3,17.2,7.6,1.6,2010-11,m/morrima03
,,109,1965,508,916,44,123,311,471,195,676,137,102,48,172,191,1371,.555,.358,.660,26.6,12.6,6.2,1.3,Career,m/morrima03
18,OKALWALTCC,30,,187,332,38,106,87,110,,317,111,,,,,499,.563,.358,.791,,16.6,10.6,3.7,1999-00,b/brownke01
19,OKALWALTCC,32,,266,504,76,188,124,169,,280,97,,,,,732,.528,.404,.734,,22.9,8.8,3.0,2000-01,b/brownke01
,,62,,453,836,114,294,211,279,,597,208,,,,,1231,.542,.388,.756,,19.9,9.6,3.4,Career,b/brownke01
19,KENTUCKY,36,677,107,234,23,68,51,65,,104,50,34,8,36,51,288,.457,.338,.785,18.8,8.0,2.9,1.4,1995-96,m/mercero01
20,KENTUCKY,40,1299,297,603,49,141,82,105,,210,97,66,10,68,95,725,.493,.348,.781,32.5,18.1,5.3,2.4,1996-97,m/mercero01
,,76,1976,404,837,72,209,133,170,,314,147,100,18,104,146,1013,.483,.344,.782,26.0,13.3,4.1,1.9,Career,m/mercero01
18,KENTUCKY,34,673,76,167,29,71,49,71,,150,63,40,8,,,230,.455,.408,.690,19.8,6.8,4.4,1.9,2000-01,f/fitchge01
19,KENTUCKY,28,760,85,187,30,87,48,69,,151,44,44,1,,,248,.455,.345,.696,27.1,8.9,5.4,1.6,2001-02,f/fitchge01
20,KENTUCKY,36,1041,152,322,61,147,78,102,,108,85,34,2,,,443,.472,.415,.765,28.9,12.3,3.0,2.4,2002-03,f/fitchge01
21,KENTUCKY,29,864,148,343,79,197,95,125,,119,40,38,2,,,470,.431,.401,.760,29.8,16.2,4.1,1.4,2003-04,f/fitchge01
,,127,3338,461,1019,199,502,270,367,,528,232,156,13,,,1391,.452,.396,.736,26.3,11.0,4.2,1.8,Career,f/fitchge01
20,LSU,31,,212,486,90,239,94,115,,174,42,43,10,68,,608,.436,.377,.817,,19.6,5.6,1.4,2007-08,t/thornma01
21,LSU,35,,256,542,78,201,149,200,,192,75,56,13,64,,739,.472,.388,.745,,21.1,5.5,2.1,2008-09,t/thornma01
,,66,,468,1028,168,440,243,315,,366,117,99,23,132,,1347,.455,.382,.771,,20.4,5.5,1.8,Career,t/thornma01
17,DUKE,27,,175,340,,,64,91,,289,20,,,,,414,.515,,.703,,15.3,10.7,0.7,1976-77,g/gminsmi01
18,DUKE,32,,246,450,,,148,176,,319,50,,,,,640,.547,,.841,,20.0,10.0,1.6,1977-78,g/gminsmi01
19,DUKE,30,,218,420,,,129,177,,275,23,,,,,565,.519,,.729,,18.8,9.2,0.8,1978-79,g/gminsmi01
20,DUKE,33,1192,262,487,,,180,214,,359,35,,,,,704,.538,,.841,36.1,21.3,10.9,1.1,1979-80,g/gminsmi01
,,122,1192,901,1697,,,521,658,,1242,128,,,,,2323,.531,,.792,36.1,19.0,10.2,1.0,Career,g/gminsmi01
18,ILLINOIS,33,272,28,58,0,1,12,17,10,41,5,5,13,26,50,68,.483,.000,.706,8.2,2.1,1.2,0.2,2010-11,l/leoname01
19,ILLINOIS,32,1018,170,291,1,11,93,127,73,262,43,15,60,68,94,434,.584,.091,.732,31.8,13.6,8.2,1.3,2011-12,l/leoname01
,,65,1290,198,349,1,12,105,144,83,303,48,20,73,94,144,502,.567,.083,.729,19.8,7.7,4.7,0.7,Career,l/leoname01
19,KANSAS,18,474,82,170,,,27,37,,115,,,,,,191,.482,,.730,26.3,10.6,6.4,,1975-76,m/mokespa01
20,KANSAS,14,250,38,96,,,10,16,,86,,,,,,86,.396,,.625,17.9,6.1,6.1,,1976-77,m/mokespa01
21,KANSAS,28,653,114,220,,,31,54,,237,,,,,,259,.518,,.574,23.3,9.3,8.5,,1977-78,m/mokespa01
22,KANSAS,29,974,161,323,,,87,120,,242,,,,,,409,.498,,.725,33.6,14.1,8.3,,1978-79,m/mokespa01
,,89,2351,395,809,,,155,227,,680,,,,,,945,.488,,.683,26.4,10.6,7.6,,Career,m/mokespa01
20,OHIOST,30,860,96,181,3,12,78,127,,73,,,,,,273,.530,.250,.614,28.7,9.1,2.4,,1989-90,b/bakerla01
21,OHIOST,30,897,113,218,0,4,101,142,,72,,,,,,327,.518,.000,.711,29.9,10.9,2.4,,1990-91,b/bakerla01
22,OHIOST,32,1019,143,294,2,10,88,126,,90,,,,,,376,.486,.200,.698,31.8,11.8,2.8,,1991-92,b/bakerla01
,,92,2776,352,693,5,26,267,395,,235,,,,,,976,.508,.192,.676,30.2,10.6,2.6,,Career,b/bakerla01
18,GEORGIA,30,1082,108,225,,,85,122,,80,86,43,3,70,77,301,.480,,.697,36.1,10.0,2.7,2.9,1980-81,f/flemive01
19,GEORGIA,31,1079,117,236,,,73,114,,120,107,47,5,79,72,307,.496,,.640,34.8,9.9,3.9,3.5,1981-82,f/flemive01
20,GEORGIA,34,1130,227,424,,,121,169,,158,104,55,6,76,94,575,.535,,.716,33.2,16.9,4.6,3.1,1982-83,f/flemive01
21,GEORGIA,30,1030,248,493,,,98,130,,120,103,60,1,91,83,594,.503,,.754,34.3,19.8,4.0,3.4,1983-84,f/flemive01
,,125,4321,700,1378,,,377,535,,478,400,205,15,316,326,1777,.508,,.705,34.6,14.2,3.8,3.2,Career,f/flemive01
19,ARIZONA,29,330,50,93,10,19,28,41,,58,18,9,2,24,21,138,.538,.526,.683,11.4,4.8,2.0,0.6,1994-95,d/dickemi01
20,ARIZONA,32,736,144,329,31,91,62,84,,113,59,21,11,61,51,381,.438,.341,.738,23.0,11.9,3.5,1.8,1995-96,d/dickemi01
21,ARIZONA,34,1079,233,565,55,166,121,170,,153,51,37,3,86,91,642,.412,.331,.712,31.7,18.9,4.5,1.5,1996-97,d/dickemi01
22,ARIZONA,35,,241,473,57,141,91,120,,156,62,38,8,,,630,.510,.404,.758,,18.0,4.5,1.8,1997-98,d/dickemi01
,,130,2145,668,1460,153,417,302,415,,480,190,105,24,171,163,1791,.458,.367,.728,22.6,13.8,3.7,1.5,Career,d/dickemi01
18,MISSST,30,495,49,124,9,32,23,38,,62,43,36,14,,,130,.395,.281,.605,16.5,4.3,2.1,1.4,1999-00,z/zimmede01
19,MISSST,31,640,53,115,4,24,32,56,,85,89,36,20,,,142,.461,.167,.571,20.6,4.6,2.7,2.9,2000-01,z/zimmede01
20,MISSST,35,1143,116,218,10,34,80,139,,141,210,75,29,,,322,.532,.294,.576,32.7,9.2,4.0,6.0,2001-02,z/zimmede01
21,MISSST,31,1024,99,208,15,52,63,97,,130,171,58,26,,,276,.476,.288,.649,33.0,8.9,4.2,5.5,2002-03,z/zimmede01
,,127,3302,317,665,38,142,198,330,,418,513,205,89,,,870,.477,.268,.600,26.0,6.9,3.3,4.0,Career,z/zimmede01
18,EMICHIGAN,20,393,65,126,19,45,19,28,,55,20,13,4,22,52,168,.516,.422,.679,19.7,8.4,2.8,1.0,1987-88,t/thomaca01
19,EMICHIGAN,29,667,87,215,32,99,34,40,,121,61,,16,29,80,240,.405,.323,.850,23.0,8.3,4.2,2.1,1988-89,t/thomaca01
20,EMICHIGAN,31,747,105,213,45,108,51,71,,126,63,30,6,37,70,306,.493,.417,.718,24.1,9.9,4.1,2.0,1989-90,t/thomaca01
21,EMICHIGAN,33,1096,156,315,89,191,64,84,,150,105,56,18,72,79,465,.495,.466,.762,33.2,14.1,4.5,3.2,1990-91,t/thomaca01
,,113,2903,413,869,185,443,168,223,,452,249,99,44,160,281,1179,.475,.418,.753,25.7,10.4,4.0,2.2,Career,t/thomaca01
19,ALABAMA,26,618,132,234,,,32,60,,210,11,29,39,53,72,296,.564,,.533,23.8,11.4,8.1,0.4,1993-94,m/mcdyean01
20,ALABAMA,33,861,185,361,0,1,88,132,,337,21,28,66,78,109,458,.512,.000,.667,26.1,13.9,10.2,0.6,1994-95,m/mcdyean01
,,59,1479,317,595,0,1,120,192,,547,32,57,105,131,181,754,.533,.000,.625,25.1,12.8,9.3,0.5,Career,m/mcdyean01
19,DUKE,28,785,130,263,0,2,104,128,,181,30,16,21,70,99,364,.494,.000,.813,28.0,13.0,6.5,1.1,1982-83,a/alarima01
20,DUKE,34,1129,230,400,,,134,176,,245,47,21,38,61,91,594,.575,,.761,33.2,17.5,7.2,1.4,1983-84,a/alarima01
