Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,Season,Name
,,91,3275,676,1047,1,3,471,639,,1052,111,,,,,1824,.646,.333,.737,36.0,20.0,11.6,1.2,Career,s/stewala01
19,VIRGINIA,35,841,89,212,20,66,68,89,32,116,81,30,42,43,49,266,.420,.303,.764,24.0,7.6,3.3,2.3,2012-13,a/anderju01
20,VIRGINIA,37,799,96,236,30,102,68,95,26,120,54,13,28,51,58,290,.407,.294,.716,21.6,7.8,3.2,1.5,2013-14,a/anderju01
21,VIRGINIA,26,724,103,221,47,104,64,82,17,105,45,17,14,31,30,317,.466,.452,.780,27.8,12.2,4.0,1.7,2014-15,a/anderju01
,,98,2364,288,669,97,272,200,266,75,341,180,60,84,125,137,873,.430,.357,.752,24.1,8.9,3.5,1.8,Career,a/anderju01
19,STJOSEPHS,34,1107,143,312,36,104,91,156,37,153,92,32,19,86,88,413,.458,.346,.583,32.6,12.1,4.5,2.7,2013-14,b/bembrde01
20,STJOSEPHS,31,1197,199,461,50,153,102,160,49,240,111,60,29,89,73,550,.432,.327,.638,38.6,17.7,7.7,3.6,2014-15,b/bembrde01
21,STJOSEPHS,36,1341,238,497,34,128,117,178,51,279,161,51,30,73,88,627,.479,.266,.657,37.3,17.4,7.8,4.5,2015-16,b/bembrde01
,,101,3645,580,1270,120,385,310,494,137,672,364,143,78,248,249,1590,.457,.312,.628,36.1,15.7,6.7,3.6,Career,b/bembrde01
18,BALLST,13,85,10,21,0,1,11,14,,15,3,3,2,,,31,.476,.000,.786,6.5,2.4,1.2,0.2,2000-01,m/marshra01
20,OAKLAND,28,974,178,404,27,106,124,161,,186,79,80,41,,,507,.441,.255,.770,34.8,18.1,6.6,2.8,2002-03,m/marshra01
21,OAKLAND,30,1047,182,402,42,108,122,180,,136,59,60,20,,,528,.453,.389,.678,34.9,17.6,4.5,2.0,2003-04,m/marshra01
22,OAKLAND,32,1157,210,477,39,132,177,242,,246,70,59,40,,,636,.440,.295,.731,36.2,19.9,7.7,2.2,2004-05,m/marshra01
,,103,3263,580,1304,108,347,434,597,,583,211,202,103,,,1702,.445,.311,.727,31.7,16.5,5.7,2.0,Career,m/marshra01
21,HOUSTON,31,,164,451,86,270,74,108,,128,55,105,4,,,488,.364,.319,.685,,15.7,4.1,1.8,2005-06,l/lafayol01
22,HOUSTON,33,,149,421,75,230,100,132,,196,102,78,8,,,473,.354,.326,.758,,14.3,5.9,3.1,2006-07,l/lafayol01
23,HOUSTON,36,1057,146,313,19,54,78,102,,194,50,,,,,389,.466,.352,.765,29.4,10.8,5.4,1.4,2007-08,l/lafayol01
24,HOUSTON,33,1033,166,331,29,79,57,91,,151,51,,,,,418,.502,.367,.626,31.3,12.7,4.6,1.5,2008-09,l/lafayol01
,,133,2090,625,1516,209,633,309,433,,669,258,183,12,,,1768,.412,.330,.714,30.3,13.3,5.0,1.9,Career,l/lafayol01
19,MICHIGANST,33,654,138,235,0,1,80,126,,221,34,24,22,53,60,356,.587,.000,.635,19.8,10.8,6.7,1.0,2000-01,r/randoza01
,,33,654,138,235,0,1,80,126,,221,34,24,22,53,60,356,.587,.000,.635,19.8,10.8,6.7,1.0,Career,r/randoza01
18,UCLA,35,,112,249,27,88,45,62,,132,129,55,18,75,,296,.450,.307,.726,,8.5,3.8,3.7,2008-09,h/holidjr01
,,35,,112,249,27,88,45,62,,132,129,55,18,75,,296,.450,.307,.726,,8.5,3.8,3.7,Career,h/holidjr01
18,DEPAUL,17,269,18,54,3,18,11,14,,15,36,17,2,42,18,50,.333,.167,.786,15.8,2.9,0.9,2.1,1989-90,t/tylerbj01
20,TEXAS,35,1215,217,499,84,230,122,154,,99,229,82,7,136,76,640,.435,.365,.792,34.7,18.3,2.8,6.5,1991-92,t/tylerbj01
21,TEXAS,13,440,78,175,33,93,36,57,,49,79,33,2,45,24,225,.446,.355,.632,33.8,17.3,3.8,6.1,1992-93,t/tylerbj01
22,TEXAS,28,932,213,481,99,265,112,154,,94,175,87,7,97,54,637,.443,.374,.727,33.3,22.8,3.4,6.3,1993-94,t/tylerbj01
,,93,2856,526,1209,219,606,281,379,,257,519,219,18,320,172,1552,.435,.361,.741,30.7,16.7,2.8,5.6,Career,t/tylerbj01
19,TULANE,28,932,163,279,,,88,133,,202,32,22,56,52,56,414,.584,,.662,33.3,14.8,7.2,1.1,1981-82,w/williho01
20,TULANE,31,996,151,317,,,83,118,,166,40,39,37,67,87,385,.476,,.703,32.1,12.4,5.4,1.3,1982-83,w/williho01
21,TULANE,28,1038,202,355,,,140,184,,222,61,27,35,72,57,544,.569,,.761,37.1,19.4,7.9,2.2,1983-84,w/williho01
22,TULANE,28,1006,189,334,,,120,155,,219,65,17,64,76,74,498,.566,,.774,35.9,17.8,7.8,2.3,1984-85,w/williho01
,,115,3972,705,1285,,,431,590,,809,198,105,192,267,274,1841,.549,,.731,34.5,16.0,7.0,1.7,Career,w/williho01
21,SWMOST,32,1006,205,445,,,118,153,,116,138,77,7,92,71,528,.461,,.771,31.4,16.5,3.6,4.3,1985-86,g/garlawi01
22,SWMOST,34,1119,274,545,57,113,115,153,,85,151,64,9,74,79,720,.503,.504,.752,32.9,21.2,2.5,4.4,1986-87,g/garlawi01
,,66,2125,479,990,57,113,233,306,,201,289,141,16,166,150,1248,.484,.504,.761,32.2,18.9,3.0,4.4,Career,g/garlawi01
21,UTAH,33,1202,174,310,12,54,153,193,42,224,174,82,43,84,61,513,.561,.222,.793,36.4,15.5,6.8,5.3,2013-14,w/wrighde01
22,UTAH,35,1165,165,324,26,73,153,183,34,173,178,73,34,68,49,509,.509,.356,.836,33.3,14.5,4.9,5.1,2014-15,w/wrighde01
,,68,2367,339,634,38,127,306,376,76,397,352,155,77,152,110,1022,.535,.299,.814,34.8,15.0,5.8,5.2,Career,w/wrighde01
19,SYRACUSE,26,441,42,121,17,72,8,18,,57,15,15,16,,,109,.347,.236,.444,17.0,4.2,2.2,0.6,2003-04,n/nichode01
20,SYRACUSE,27,349,39,103,15,60,13,18,,57,13,11,8,,,106,.379,.250,.722,12.9,3.9,2.1,0.5,2004-05,n/nichode01
21,SYRACUSE,35,1164,165,386,73,201,63,93,,204,50,45,33,,,466,.427,.363,.677,33.3,13.3,5.8,1.4,2005-06,n/nichode01
22,SYRACUSE,35,1217,225,503,100,240,113,133,,190,54,49,37,,,663,.447,.417,.850,34.8,18.9,5.4,1.5,2006-07,n/nichode01
,,123,3171,471,1113,205,573,197,262,,508,132,120,94,,,1344,.423,.358,.752,25.8,10.9,4.1,1.1,Career,n/nichode01
19,ALABAMA,12,59,7,24,,,7,13,,6,4,1,0,5,6,21,.292,,.538,4.9,1.8,0.5,0.3,1983-84,f/farmeji01
20,ALABAMA,33,700,82,186,,,45,65,,71,50,20,2,43,75,209,.441,,.692,21.2,6.3,2.2,1.5,1984-85,f/farmeji01
21,ALABAMA,33,1101,168,326,,,85,114,,154,74,28,5,63,101,421,.515,,.746,33.4,12.8,4.7,2.2,1985-86,f/farmeji01
22,ALABAMA,33,1084,196,421,36,93,118,133,,159,61,41,0,69,91,546,.466,.387,.887,32.8,16.5,4.8,1.8,1986-87,f/farmeji01
,,111,2944,453,957,36,93,255,325,,390,189,90,7,180,273,1197,.473,.387,.785,26.5,10.8,3.5,1.7,Career,f/farmeji01
19,ALABAMA,35,1121,123,327,33,126,84,98,,137,159,59,4,103,91,363,.376,.262,.857,32.0,10.4,3.9,4.5,2001-02,w/willima01
20,ALABAMA,29,1038,160,371,57,180,98,117,,113,112,36,5,86,61,475,.431,.317,.838,35.8,16.4,3.9,3.9,2002-03,w/willima01
,,64,2159,283,698,90,306,182,215,,250,271,95,9,189,152,838,.405,.294,.847,33.7,13.1,3.9,4.2,Career,w/willima01
19,KANSAS,32,564,82,173,,,48,92,,145,15,18,7,41,89,212,.474,,.522,17.6,6.6,4.5,0.5,1991-92,d/davisbe01
22,ARIZONA,21,440,85,158,,,38,60,,124,8,11,5,34,53,208,.538,,.633,21.0,9.9,5.9,0.4,1994-95,d/davisbe01
23,ARIZONA,33,1039,171,313,,,127,184,,313,23,20,21,77,91,469,.546,,.690,31.5,14.2,9.5,0.7,1995-96,d/davisbe01
,,86,2043,338,644,,,213,336,,582,46,49,33,152,233,889,.525,,.634,23.8,10.3,6.8,0.5,Career,d/davisbe01
20,BOISEST,33,691,93,230,49,143,74,96,,107,37,23,15,,,309,.404,.343,.771,20.9,9.4,3.2,1.1,2003-04,k/karlco01
21,BOISEST,34,1093,126,309,67,181,113,152,,126,129,36,12,,,432,.408,.370,.743,32.1,12.7,3.7,3.8,2004-05,k/karlco01
22,BOISEST,29,974,150,351,70,177,129,162,,147,117,30,14,,,499,.427,.395,.796,33.6,17.2,5.1,4.0,2005-06,k/karlco01
23,BOISEST,31,1009,131,321,80,216,116,139,,127,125,25,18,,,458,.408,.370,.835,32.5,14.8,4.1,4.0,2006-07,k/karlco01
,,127,3767,500,1211,266,717,432,549,,507,408,114,59,,,1698,.413,.371,.787,29.7,13.4,4.0,3.2,Career,k/karlco01
18,BYU,28,861,158,291,,,83,106,,191,63,,,,,399,.543,,.783,30.8,14.3,6.8,2.3,1978-79,r/roberfr01
19,BYU,29,891,151,257,,,71,98,,177,72,,,,,373,.588,,.724,30.7,12.9,6.1,2.5,1979-80,r/roberfr01
20,BYU,32,1188,216,373,,,171,220,,255,110,,,,,603,.579,,.777,37.1,18.8,8.0,3.4,1980-81,r/roberfr01
21,BYU,30,1118,162,338,,,142,178,,215,96,,,,,466,.479,,.798,37.3,15.5,7.2,3.2,1981-82,r/roberfr01
,,119,4058,687,1259,,,467,602,,838,341,,,,,1841,.546,,.776,34.1,15.5,7.0,2.9,Career,r/roberfr01
20,UNLV,31,800,136,219,,,98,150,,212,6,27,15,49,85,370,.621,,.653,25.8,11.9,6.8,0.2,1984-85,g/gilliar01
21,UNLV,37,1243,221,418,,,140,190,,315,17,39,40,78,85,582,.529,,.737,33.6,15.7,8.5,0.5,1985-86,g/gilliar01
22,UNLV,39,1259,359,598,,,185,254,,363,35,56,36,69,93,903,.600,,.728,32.3,23.2,9.3,0.9,1986-87,g/gilliar01
,,107,3302,716,1235,,,423,594,,890,58,122,91,196,263,1855,.580,,.712,30.9,17.3,8.3,0.5,Career,g/gilliar01
20,PEPPERDINE,32,1027,152,302,,,73,137,,230,56,42,82,92,104,377,.503,,.533,32.1,11.8,7.2,1.8,1984-85,f/fredean01
21,PEPPERDINE,30,936,123,225,,,36,58,,207,70,39,63,63,96,282,.547,,.621,31.2,9.4,6.9,2.3,1985-86,f/fredean01
,,62,1963,275,527,,,109,195,,437,126,81,145,155,200,659,.522,,.559,31.7,10.6,7.0,2.0,Career,f/fredean01
18,DEPAUL,31,949,112,300,31,112,92,116,,190,82,53,3,91,77,347,.373,.277,.793,30.6,11.2,6.1,2.6,1998-99,s/simmobo01
19,DEPAUL,33,1009,142,308,29,89,120,158,,262,53,48,10,85,97,433,.461,.326,.759,30.6,13.1,7.9,1.6,1999-00,s/simmobo01
20,DEPAUL,29,981,149,333,61,165,124,155,,248,72,23,4,60,97,483,.447,.370,.800,33.8,16.7,8.6,2.5,2000-01,s/simmobo01
,,93,2939,403,941,121,366,336,429,,700,207,124,17,236,271,1263,.428,.331,.783,31.6,13.6,7.5,2.2,Career,s/simmobo01
19,NOTREDAME,34,521,43,90,29,66,16,20,,53,51,28,3,,,131,.478,.439,.800,15.3,3.9,1.6,1.5,2002-03,q/quinnch01
20,NOTREDAME,32,1145,153,354,74,195,77,96,,95,104,47,5,,,457,.432,.379,.802,35.8,14.3,3.0,3.3,2003-04,q/quinnch01
21,NOTREDAME,28,987,120,267,66,145,47,60,,77,86,35,5,,,353,.449,.455,.783,35.3,12.6,2.8,3.1,2004-05,q/quinnch01
22,NOTREDAME,29,1160,174,387,70,167,95,109,,109,187,45,3,,,513,.450,.419,.872,40.0,17.7,3.8,6.4,2005-06,q/quinnch01
,,123,3813,490,1098,239,573,235,285,,334,428,155,16,,,1454,.446,.417,.825,31.0,11.8,2.7,3.5,Career,q/quinnch01
19,UNC,35,531,81,138,,,41,67,,148,11,6,30,32,79,203,.587,,.612,15.2,5.8,4.2,0.3,1990-91,m/montrer01
20,UNC,31,784,140,244,,,68,109,,218,18,17,30,47,112,348,.574,,.624,25.3,11.2,7.0,0.6,1991-92,m/montrer01
21,UNC,38,1076,222,361,,,156,228,,290,28,22,47,66,113,600,.615,,.684,28.3,15.8,7.6,0.7,1992-93,m/montrer01
22,UNC,35,1110,183,327,,,110,197,,285,29,18,62,66,104,476,.560,,.558,31.7,13.6,8.1,0.8,1993-94,m/montrer01
,,139,3501,626,1070,,,375,601,,941,86,63,169,211,408,1627,.585,,.624,25.2,11.7,6.8,0.6,Career,m/montrer01
22,OREGONST,22,765,137,266,,,87,131,,188,,14,32,45,61,361,.515,,.664,34.8,16.4,8.5,,1985-86,o/ortizjo01
23,OREGONST,30,1100,248,425,,,171,236,,262,,35,41,87,80,668,.584,,.725,36.7,22.3,8.7,,1986-87,o/ortizjo01
,,52,1865,385,691,,,258,367,,450,,49,73,132,141,1029,.557,,.703,35.9,19.8,8.7,,Career,o/ortizjo01
18,AMERINTL,25,754,157,268,,,72,97,,207,50,40,,,,386,.586,,.742,30.2,15.4,8.3,2.0,1981-82,e/eliema01
19,AMERINTL,31,1060,188,357,,,116,157,,239,99,46,,,,492,.527,,.739,34.2,15.9,7.7,3.2,1982-83,e/eliema01
20,AMERINTL,31,1174,225,398,,,135,170,,256,59,40,,,,585,.565,,.794,37.9,18.9,8.3,1.9,1983-84,e/eliema01
21,AMERINTL,33,1208,252,459,,,157,202,,299,124,60,,,,661,.549,,.777,36.6,20.0,9.1,3.8,1984-85,e/eliema01
,,120,4196,822,1482,,,480,626,,1001,332,186,,,,2124,.555,,.767,35.0,17.7,8.3,2.8,Career,e/eliema01
18,LATECH,34,697,115,221,,,82,123,,156,7,21,16,35,114,312,.520,,.667,20.5,9.2,4.6,0.2,1985-86,w/whitera01
19,LATECH,30,782,145,252,1,1,88,130,,196,16,20,20,40,107,379,.575,1.000,.677,26.1,12.6,6.5,0.5,1986-87,w/whitera01
20,LATECH,31,1009,226,354,5,15,121,189,,359,28,40,19,92,103,578,.638,.333,.640,32.5,18.6,11.6,0.9,1987-88,w/whitera01
21,LATECH,32,1026,245,408,17,38,171,229,,337,31,38,11,110,122,678,.600,.447,.747,32.1,21.2,10.5,1.0,1988-89,w/whitera01
,,127,3514,731,1235,23,54,462,671,,1048,82,119,66,277,446,1947,.592,.426,.689,27.7,15.3,8.3,0.6,Career,w/whitera01
18,GATECH,29,966,121,250,28,73,81,110,,180,68,39,7,62,66,351,.484,.384,.736,33.3,12.1,6.2,2.3,1994-95,h/harprma01
19,GATECH,36,1328,233,457,66,154,138,181,,293,79,63,5,88,89,670,.510,.429,.762,36.9,18.6,8.1,2.2,1995-96,h/harprma01
20,GATECH,27,1015,169,410,65,190,110,163,,222,60,32,10,97,70,513,.412,.342,.675,37.6,19.0,8.2,2.2,1996-97,h/harprma01
21,GATECH,32,,230,504,52,168,179,221,,302,82,44,7,,,691,.456,.310,.810,,21.6,9.4,2.6,1997-98,h/harprma01
,,124,3309,753,1621,211,585,508,675,,997,289,178,29,247,225,2225,.465,.361,.753,36.0,17.9,8.0,2.3,Career,h/harprma01
19,ALBANYST,25,,185,367,,,80,108,,440,,,,,,450,.504,,.741,,18.0,17.6,,1969-70,j/jonesca01
20,ALBANYST,27,,206,437,,,76,137,,576,,,,,,488,.471,,.555,,18.1,21.3,,1970-71,j/jonesca01
21,ALBANYST,28,,288,539,,,156,219,,567,,,,,,732,.534,,.712,,26.1,20.3,,1971-72,j/jonesca01
22,ALBANYST,29,,238,470,,,91,134,,633,,,,,,567,.506,,.679,,19.6,21.8,,1972-73,j/jonesca01
,,84,,732,1446,,,323,490,,1776,,,,,,1787,.506,,.659,,21.3,21.1,,Career,j/jonesca01
18,OHIO,27,892,194,298,0,1,126,181,,250,42,12,26,69,52,514,.651,.000,.696,33.0,19.0,9.3,1.6,1992-93,t/trentga01
19,OHIO,33,1119,309,536,9,33,210,291,,377,65,28,53,125,78,837,.576,.273,.722,33.9,25.4,11.4,2.0,1993-94,t/trentga01
20,OHIO,33,1134,293,556,8,35,163,254,,423,79,20,26,115,75,757,.527,.229,.642,34.4,22.9,12.8,2.4,1994-95,t/trentga01
,,93,3145,796,1390,17,69,499,726,,1050,186,60,105,309,205,2108,.573,.246,.687,33.8,22.7,11.3,2.0,Career,t/trentga01
20,WASHINGTON,33,523,90,215,63,157,25,31,22,68,29,14,10,21,41,268,.419,.401,.806,15.8,8.1,2.1,0.9,2010-11,w/wilcocj01
21,WASHINGTON,32,912,152,348,73,181,78,93,26,108,39,29,20,40,63,455,.437,.403,.839,28.5,14.2,3.4,1.2,2011-12,w/wilcocj01
22,WASHINGTON,34,1184,201,480,75,205,93,114,40,146,65,37,36,63,71,570,.419,.366,.816,34.8,16.8,4.3,1.9,2012-13,w/wilcocj01
23,WASHINGTON,32,1116,197,435,90,230,103,118,22,119,81,32,32,54,75,587,.453,.391,.873,34.9,18.3,3.7,2.5,2013-14,w/wilcocj01
,,131,3735,640,1478,301,773,299,356,110,441,214,112,98,178,250,1880,.433,.389,.840,28.5,14.4,3.4,1.6,Career,w/wilcocj01
18,CLEVST,27,,71,152,,,51,66,,67,159,42,2,,68,193,.467,,.773,,7.1,2.5,5.9,1981-82,l/lesji01
19,CLEVST,4,,14,30,,,4,6,,23,29,9,0,21,7,32,.467,,.667,,8.0,5.8,7.3,1982-83,l/lesji01
20,BRADLEY,22,800,49,119,,,41,58,,46,158,35,,62,71,139,.412,,.707,36.4,6.3,2.1,7.2,1983-84,l/lesji01
21,BRADLEY,30,1126,107,215,,,71,83,,100,263,38,,78,83,285,.498,,.855,37.5,9.5,3.3,8.8,1984-85,l/lesji01
22,BRADLEY,35,1278,198,408,,,102,135,,120,275,51,,,87,498,.485,,.756,36.5,14.2,3.4,7.9,1985-86,l/lesji01
,,118,3204,439,924,,,269,348,,356,884,175,2,161,316,1147,.475,,.773,36.8,9.7,3.0,7.5,Career,l/lesji01
19,SETONHALL,38,395,68,149,,,32,49,,114,12,6,27,38,63,168,.456,,.653,10.4,4.4,3.0,0.3,1988-89,a/aventan01
20,SETONHALL,28,842,119,244,,,55,89,,262,47,15,53,84,117,293,.488,,.618,30.1,10.5,9.4,1.7,1989-90,a/aventan01
21,SETONHALL,34,1114,228,395,,,150,200,,335,53,29,34,84,92,606,.577,,.750,32.8,17.8,9.9,1.6,1990-91,a/aventan01
,,100,2351,415,788,,,237,338,,711,112,50,114,206,272,1067,.527,,.701,23.5,10.7,7.1,1.1,Career,a/aventan01
18,KENTUCKY,37,747,82,198,29,101,21,32,,142,45,25,21,38,34,214,.414,.287,.656,20.2,5.8,3.8,1.2,1998-99,p/princta01
19,KENTUCKY,32,1087,153,362,46,150,74,105,,192,58,27,41,64,54,426,.423,.307,.705,34.0,13.3,6.0,1.8,1999-00,p/princta01
20,KENTUCKY,34,1117,207,418,64,179,97,115,,221,99,24,37,58,56,575,.495,.358,.843,32.9,16.9,6.5,2.9,2000-01,p/princta01
21,KENTUCKY,32,1067,206,441,65,191,83,118,,202,52,34,43,64,51,560,.467,.340,.703,33.3,17.5,6.3,1.6,2001-02,p/princta01
,,135,4018,648,1419,204,621,275,370,,757,254,110,142,224,195,1775,.457,.329,.743,29.8,13.1,5.6,1.9,Career,p/princta01
19,UNC,35,512,70,153,27,65,30,47,,58,85,26,0,50,31,197,.458,.415,.638,14.6,5.6,1.7,2.4,1993-94,m/mcinnje01
20,UNC,34,981,155,316,44,112,66,99,,138,180,44,0,72,74,420,.491,.393,.667,28.9,12.4,4.1,5.3,1994-95,m/mcinnje01
21,UNC,31,1067,178,409,67,171,88,110,,81,170,38,0,78,72,511,.435,.392,.800,34.4,16.5,2.6,5.5,1995-96,m/mcinnje01
,,100,2560,403,878,138,348,184,256,,277,435,108,0,200,177,1128,.459,.397,.719,25.6,11.3,2.8,4.4,Career,m/mcinnje01
19,LSU,32,837,121,257,27,81,62,90,56,146,29,27,22,52,78,331,.471,.333,.689,26.2,10.3,4.6,0.9,2013-14,m/martija01
20,LSU,33,1159,202,397,14,52,140,203,98,305,59,38,23,92,92,558,.509,.269,.690,35.1,16.9,9.2,1.8,2014-15,m/martija01
,,65,1996,323,654,41,133,202,293,154,451,88,65,45,144,170,889,.494,.308,.689,30.7,13.7,6.9,1.4,Career,m/martija01
19,HOUSTON,29,529,91,150,,,58,103,,179,11,26,72,41,85,240,.607,,.563,18.2,8.3,6.2,0.4,1981-82,o/olajuha01
20,HOUSTON,34,932,192,314,,,88,148,,388,29,47,175,79,112,472,.611,,.595,27.4,13.9,11.4,0.9,1982-83,o/olajuha01
21,HOUSTON,37,1260,249,369,,,122,232,,500,48,61,207,61,118,620,.675,,.526,34.1,16.8,13.5,1.3,1983-84,o/olajuha01
,,100,2721,532,833,,,268,483,,1067,88,134,454,181,315,1332,.639,,.555,27.2,13.3,10.7,0.9,Career,o/olajuha01
18,BRADLEY,30,1121,179,308,,,81,105,,182,82,52,17,63,71,439,.581,,.771,37.4,14.6,6.1,2.7,1984-85,h/hawkihe01
19,BRADLEY,35,1291,250,461,,,156,203,,200,104,66,23,70,83,656,.542,,.768,36.9,18.7,5.7,3.0,1985-86,h/hawkihe01
20,BRADLEY,29,1102,294,552,31,108,169,213,,195,103,59,12,99,77,788,.533,.287,.793,38.0,27.2,6.7,3.6,1986-87,h/hawkihe01
21,BRADLEY,31,1202,377,720,87,221,284,335,,241,111,82,24,66,79,1125,.524,.394,.848,38.8,36.3,7.8,3.6,1987-88,h/hawkihe01
,,125,4716,1100,2041,118,329,690,856,,818,400,259,76,298,310,3008,.539,.359,.806,37.7,24.1,6.5,3.2,Career,h/hawkihe01
18,IUPUI,29,824,114,218,21,51,61,86,,131,65,41,7,,,310,.523,.412,.709,28.4,10.7,4.5,2.2,2004-05,h/hillge01
19,IUPUI,29,1019,175,338,16,50,182,228,,173,105,49,9,,,548,.518,.320,.798,35.1,18.9,6.0,3.6,2005-06,h/hillge01
20,IUPUI,5,142,27,53,4,13,15,23,,27,10,8,0,,,73,.509,.308,.652,28.4,14.6,5.4,2.0,2006-07,h/hillge01
21,IUPUI,32,1179,220,404,49,109,199,245,,216,137,57,13,94,,688,.545,.450,.812,36.8,21.5,6.8,4.3,2007-08,h/hillge01
,,95,3164,536,1013,90,223,457,582,,547,317,155,29,94,,1619,.529,.404,.785,33.3,17.0,5.8,3.3,Career,h/hillge01
18,GONZAGA,34,419,49,98,4,18,28,47,31,93,26,18,5,21,68,130,.500,.222,.596,12.3,3.8,2.7,0.8,2009-10,o/olynyke01
19,GONZAGA,35,471,74,129,12,27,42,68,44,133,26,12,5,42,57,202,.574,.444,.618,13.5,5.8,3.8,0.7,2010-11,o/olynyke01
21,GONZAGA,32,845,215,342,9,30,132,170,77,235,55,22,36,77,72,571,.629,.300,.776,26.4,17.8,7.3,1.7,2012-13,o/olynyke01
,,101,1735,338,569,25,75,202,285,152,461,107,52,46,140,197,903,.594,.333,.709,17.2,8.9,4.6,1.1,Career,o/olynyke01
19,HOUSTON,26,663,95,220,9,34,81,133,,154,17,5,19,66,97,280,.432,.265,.609,25.5,10.8,5.9,0.7,2000-01,f/fordal02
,,26,663,95,220,9,34,81,133,,154,17,5,19,66,97,280,.432,.265,.609,25.5,10.8,5.9,0.7,Career,f/fordal02
18,STLOUIS,35,1066,138,233,,,84,127,,337,46,32,12,56,81,360,.592,,.661,30.5,10.3,9.6,1.3,1986-87,b/bonnean01
19,STLOUIS,28,942,154,287,,,77,129,,245,32,32,18,64,73,385,.537,,.597,33.6,13.8,8.8,1.1,1987-88,b/bonnean01
20,STLOUIS,37,1246,228,407,,,117,201,,386,92,58,31,104,88,573,.560,,.582,33.7,15.5,10.4,2.5,1988-89,b/bonnean01
21,STLOUIS,33,,254,508,4,12,142,205,,456,95,62,10,92,83,654,.500,.333,.693,,19.8,13.8,2.9,1989-90,b/bonnean01
